"group","time","att","se","ci_lower","ci_upper"
1973,1965,0.332483012859638,3.75419194728375,-7.02573320381652,7.6906992295358
1973,1966,-0.763600026644192,4.14549998790906,-8.88878000294595,7.36157994965757
1973,1967,0.547053322425253,7.37708245365558,-13.9120282867397,15.0061349315902
1973,1968,-2.9273370889517,5.98810598166289,-14.664024813011,8.80935063510758
1973,1969,3.22724272410075,4.42128619103847,-5.43847821033465,11.8929636585361
1973,1970,-4.33874234286221,4.89323816347759,-13.9294891432783,5.25200445755386
1973,1971,1.72834765116374,6.90230358883431,-11.8001673829515,15.256862685279
1973,1972,-4.34614149729411,8.18994876635863,-20.398441079357,11.7061580847688
1973,1973,13.4628813107808,7.60055247524496,-1.43420154069927,28.359964162261
1973,1974,9.57876968383789,8.24203868981182,-6.57562614819327,25.7331655158691
1973,1975,19.3578771318708,10.1443491969295,-0.525047294110998,39.2408015578526
1973,1976,13.3942849477132,8.62447627568923,-3.50968855263769,30.2982584480641
1973,1977,13.8624598185221,9.22007802295422,-4.20889310646814,31.9338127435124
1973,1978,7.63542315165202,6.05459406592616,-4.23158121756325,19.5024275208673
1973,1979,11.4945741017659,9.19282140984697,-6.52335586153411,29.512504065066
1973,1980,9.06172180175781,6.59503538253477,-3.86454754801033,21.987991151526
1973,1981,16.2941036224365,10.7079164258367,-4.69341257220337,37.2816198170764
1973,1982,5.24755401611328,6.82252611941176,-8.12459717793377,18.6197052101603
1973,1983,7.34912872314453,8.7983384664551,-9.89561467110748,24.5938721173965
1973,1984,15.2192314147949,5.95492601465173,3.54757642607753,26.8908864035123
1974,1965,-4.65510634220008,5.17568910632869,-14.7994569906043,5.48924430620416
1974,1966,5.85793980685148,5.71765010430425,-5.34865439758485,17.0645340112878
1974,1967,-3.89281267108339,2.99470169901217,-9.76242800114726,1.97680265898047
1974,1968,-3.58049762610233,5.42392984837515,-14.2114001289176,7.05040487671297
1974,1969,2.54119048580047,2.37408224849059,-2.11201072124108,7.19439169284201
1974,1970,4.86991443853269,2.79996394054736,-0.618014884940144,10.3578437620055
1974,1971,-7.75330422141335,3.67765923261873,-14.9615163173461,-0.545092125480647
1974,1972,9.18657637479012,4.35871884964353,0.643487429488813,17.7296653200914
1974,1973,2.92990345425076,6.08518381622709,-8.99705682555434,14.8568637340559
1974,1974,-4.24739434983995,6.34667816738146,-16.6868835579076,8.19209485822771
1974,1975,2.02791495550247,6.98546804668785,-11.6636024160057,15.7194323270106
1974,1976,-4.25366274515788,10.4621283620503,-24.7594343347764,16.2521088444607
1974,1977,-5.78805224100749,5.23867790272608,-16.0558609303506,4.47975644833563
1974,1978,-9.06316502888997,5.60065704519684,-20.0404528374758,1.91412277969584
1974,1979,-1.66273307800293,2.10948517864247,-5.79732402814217,2.47185787213631
1974,1980,-8.13749821980795,7.54303263057246,-22.92184217573,6.64684573611408
1974,1981,-4.53673108418783,4.08470014777268,-12.5427433738223,3.46928120544663
1974,1982,-13.2092030843099,4.52835231691526,-22.0847736254638,-4.33363254315598
1974,1983,-10.8443044026693,6.20041976949045,-22.9971271508706,1.30851834553201
1974,1984,-15.9262059529622,6.87744597635153,-29.4060000666112,-2.44641183931325
1975,1965,21.2127927331364,5.6086168684455,10.2199036709832,32.2056817952895
1975,1966,-7.22008441476261,5.34101284448658,-17.6884695899563,3.24830076043109
1975,1967,-1.81012624852798,2.71433419378155,-7.13022126833982,3.50996877128386
1975,1968,8.51474571228028,4.7949015581689,-0.88326134173076,17.9127527662913
1975,1969,-8.42099177837372,6.8123788229872,-21.7732542714286,4.9312707146812
1975,1970,-8.59582722981771,5.64621036937294,-19.6623995537887,2.47074509415325
1975,1971,7.11210574274477,8.31428577669024,-9.1838943795681,23.4081058650576
1975,1972,-17.5879507064819,7.81504486647446,-32.9054386447719,-2.27046276819199
1975,1973,19.8068822860718,6.27576121052244,7.50639031344779,32.1073742586958
1975,1974,-3.82316180637905,8.34402415040283,-20.1774491411686,12.5311255284105
1975,1975,3.6653881072998,1.87540222853965,-0.0104002606379079,7.34117647523751
1975,1976,1.22423299153646,10.384298526109,-19.1289921196372,21.5774581027101
1975,1977,-2.78861427307129,8.83275892659085,-20.1008217691894,14.5235932230468
1975,1978,-7.2691421508789,4.68395009053727,-16.449684328332,1.91140002657414
1975,1979,-8.22711690266927,5.57438893160035,-19.152919208606,2.69868540326741
1975,1980,-6.43587303161621,2.24206936751457,-10.8303289919448,-2.04141707128766
1975,1981,-0.337217330932617,1.98210609933521,-4.22214528562963,3.54771062376439
1975,1982,-9.55730247497559,0.133360902070473,-9.81868984303371,-9.29591510691746
1975,1983,-15.7248296737671,7.4558811365354,-30.3383567013765,-1.11130264615771
1975,1984,10.857608795166,NA,NA,NA
1976,1965,-15.0476709093366,2.05914928873144,-19.0836035152503,-11.011738303423
1976,1966,1.17093772888184,2.04679688262878,-2.84078416107058,5.18265961883425
1976,1967,-6.99965002877372,2.40197439158433,-11.707519836279,-2.29178022126843
1976,1968,4.31251645769392,2.28536214233553,-0.166793341283713,8.79182625667155
1976,1969,-10.3357806350246,2.06911909935758,-14.3912540697654,-6.28030720028371
1976,1970,11.0678258096018,1.96602242042115,7.21442186557636,14.9212297536273
1976,1971,1.02640660603841,3.13388952953167,-5.11601687184366,7.16883008392048
1976,1972,6.44443929763067,3.91550328847505,-1.22994714778042,14.1188257430418
1976,1973,-23.6932194449685,3.7891009834788,-31.1198573725869,-16.26658151735
1976,1974,42.6714301109314,3.14236521200365,36.5123942954042,48.8304659264586
1976,1975,-5.8196481068929,1.9385994772777,-9.61930308235718,-2.01999313142862
1976,1976,4.62503878275553,9.49420389593138,-13.98360085327,23.233678418781
1976,1977,33.1078344980876,0.42986990873259,32.2652894769717,33.9503795192035
1976,1978,1.54659525553385,2.29057686629754,-2.94293540240932,6.03612591347703
1976,1979,0.0127671559651694,1.10431963977381,-2.1516993379915,2.17723364992184
1976,1980,-5.50598335266113,NA,NA,NA
1976,1981,-8.29079437255859,NA,NA,NA
1976,1982,-15.2290515899658,NA,NA,NA
1976,1983,-17.3756313323975,NA,NA,NA
1976,1984,-14.766845703125,NA,NA,NA
1977,1965,6.99937779975658,11.8925196808255,-16.3099607746614,30.3087163741745
1977,1966,-12.4598341855136,8.91261579748272,-29.9285611485797,5.00889277755255
1977,1967,10.5414871447014,6.80796950114166,-2.80213307753624,23.8851073669391
1977,1968,-13.946593429103,13.8500933730422,-41.0927764402658,13.1995895820597
1977,1969,13.439888943908,12.4655762675194,-10.9926405404299,37.872418428246
1977,1970,2.39651313869432,5.78893172416948,-8.94979304067786,13.7428193180665
1977,1971,1.82347303448301,11.2221940768726,-20.1720273561874,23.8189734251534
1977,1972,3.92843460618404,7.92102829284554,-11.5967808477932,19.4536500601613
1977,1973,2.45810678270128,6.86817045393048,-11.0035073070025,15.919720872405
1977,1974,-13.7853809992472,9.00151989946626,-31.4283600022011,3.85759800370663
1977,1975,-1.07121276855469,3.74713688414743,-8.41560106148366,6.27317552437428
1977,1976,0.496364593505864,19.0357329396079,-36.8136719681256,37.8064011551374
1977,1977,4.71304639180501,21.2133762724296,-36.865171102157,46.291263885767
1977,1978,-14.0832646687826,14.726593469533,-42.9473878690672,14.7808585315021
1977,1979,-1.73940277099609,28.5097374222138,-57.6184881185352,54.139682576543
1977,1980,-5.43589210510254,24.7107783403003,-53.8690176520911,42.9972334418861
1977,1981,-4.55641174316406,19.441483892623,-42.6617201727051,33.548896686377
1977,1982,-16.1313343048096,17.9127751680146,-51.2403736341182,18.977705024499
1977,1983,1.4881788889567,31.7554309990685,-60.7524658692175,63.7288236471309
1977,1984,-1.59011713663737,22.4742259301861,-45.6395999598021,42.4593656865274
1980,1965,-6.33094553266253,2.07121410011315,-10.3905251688843,-2.27136589644075
1980,1966,1.36921740940639,2.07338125920927,-2.69460985864378,5.43304467745656
1980,1967,-0.0849806649344309,2.4284756596987,-4.84479295794389,4.67483162807503
1980,1968,3.55319638933454,2.29706811360465,-0.949057113330578,8.05544989199966
1980,1969,-8.1916047298547,2.04874096217301,-12.2071370157138,-4.1760724439956
1980,1970,9.18004386655746,1.96314839993063,5.33227300269342,13.0278147304215
1980,1971,-9.275159517924,3.20975880876602,-15.5662867831054,-2.98403225274261
1980,1972,6.81981640770322,3.9509378335909,-0.924021746134945,14.5636545615414
1980,1973,-0.239708120172674,4.33629233123786,-8.73884108939888,8.25942484905353
1980,1974,-0.703320741653443,7.01493487086518,-14.4525930885492,13.0459516052423
1980,1975,2.53268814086914,2.23432957131086,-1.84659781890014,6.91197410063842
1980,1976,-1.29065017700196,11.6590140854783,-24.1423177845395,21.5610174305356
1980,1977,1.89341068267822,NA,NA,NA
1980,1978,-7.60473918914795,NA,NA,NA
1980,1979,8.62828540802002,NA,NA,NA
1980,1980,-9.45125675201416,NA,NA,NA
1980,1981,-7.01964473724365,NA,NA,NA
1980,1982,-14.0349245071411,NA,NA,NA
1980,1983,-5.6287317276001,NA,NA,NA
1980,1984,-7.14811897277832,NA,NA,NA
1984,1965,1.91315193176269,2.09589014453599,-2.19479275152784,6.02109661505323
1984,1966,0.26889741080148,2.04703433110203,-3.7432898781585,4.28108469976145
1984,1967,-2.77819660731725,2.40175350616993,-7.48563347941031,1.92924026477582
1984,1968,-2.36407917567662,2.29370334493711,-6.85973773175336,2.13157938040012
1984,1969,1.12619908650716,2.11774869640002,-3.02458835843688,5.27698653145121
1984,1970,1.96663739604335,1.9643289595785,-1.88344736473051,5.81672215681721
1984,1971,-11.3778564135234,3.04102729255013,-17.3382699069216,-5.4174429201251
1984,1972,6.28928902035668,3.94701361340117,-1.44685766190962,14.025435702623
1984,1973,2.61590905623002,4.36681663643316,-5.94305155117897,11.174869663639
1984,1974,-11.6233747005463,6.71028140222968,-24.7755262489164,1.5287768478239
1984,1975,4.72957865397135,1.9272020280229,0.952262679046465,8.50689462889624
1984,1976,1.47355575561523,11.4152208549534,-20.9002771200934,23.8473886313239
1984,1977,8.27364063262939,2.98014461906939,2.4325571792534,14.1147240860054
1984,1978,-7.33181476593018,5.56996187060245,-18.248940032311,3.58531050045062
1984,1979,1.1151762008667,4.53966548084827,-7.7825681415959,10.0129205433293
1984,1980,-13.2908344268799,NA,NA,NA
1984,1981,16.5191307067871,NA,NA,NA
1984,1982,-13.3147239685059,NA,NA,NA
1984,1983,9.87792968750001,NA,NA,NA
1984,1984,2.5200729370117,NA,NA,NA
